policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,decision_time_us,switched_path,pred_forecast,pred_graph,pred_ensemble_mean,pred_ensemble_std,pred_disagreement,pred_simple_fusion,pred_consensus,pred_ensemble_uncertainty,pred_conformal_radius,pred_conformal_uncertainty,pred_disagreement_aware,realized_cumulative_latency_3_ms,retrospective_best_cumulative_latency_3_ms,cumulative_decision_gap_3_ms,cumulative_success_under_budget_3,realized_cumulative_latency_5_ms,retrospective_best_cumulative_latency_5_ms,cumulative_decision_gap_5_ms,cumulative_success_under_budget_5,scenario_name
random,12,inside-out/inactive/dallas/2025-03-08/ping-chcoilx1-fe80::200:5eff:fe00:101-10ms-1h-2025-03-08-15-00-00.txt,dallas,inactive,48.67618,41.34417073688681,41.34417073688681,0.0,1,1,151.959,0,47.78097195872488,51.306602478027344,47.028769735638434,1.6586272089204097,3.5256305193024673,49.01494264048074,50.07263179627148,51.11113143763588,14.379432902190416,64.99879615622243,53.26358614350886,133.1728562329435,133.1728562329435,0.0,1.0,216.6399568572657,216.6399568572657,0.0,1.0,in_distribution
random,13,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,27.972190625612864,29.03779236766516,29.03779236766516,0.0,1,1,288.625,1,26.79941087161569,23.841140747070312,26.900240308837823,1.2709195431864744,2.958270124545379,25.76401632802481,26.651497365388423,29.333374239668828,6.430049435619693,34.709404580676534,29.61057670110226,77.85231194760728,77.85231194760728,0.0,1.0,136.23848467751372,136.23848467751372,0.0,1.0,in_distribution
random,14,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,33.79092071611253,42.84308360477742,26.279789850212385,16.563293754565034,0,1,276.083,1,32.67091043463461,34.01706314086914,33.22982387424252,0.571668409920043,1.346152706234534,33.142063881816696,33.54590969368706,35.130286792575255,6.430049435619693,40.572671481147005,35.15223657520321,102.25019049636819,78.60812756465225,23.64206293171594,1.0,179.93125305236305,134.09423470720776,45.837018345155286,1.0,in_distribution
random,15,inside-out/inactive/dallas/2025-03-08/ping-chcoilx1-fe80::200:5eff:fe00:101-10ms-1h-2025-03-08-15-00-00.txt,dallas,inactive,41.809438717067586,41.89401168451801,31.99423318010865,9.899778504409362,0,1,218.167,1,41.24734127131978,41.94315719604492,42.25142994210751,0.9531829521432655,0.6958159247251388,41.490876844973585,41.69962162239113,46.205586457464484,14.379432902190416,58.86604347475973,45.00847251611317,125.99784509112303,93.24337634549741,32.754468745625616,1.0,207.51481341726503,155.05307246734765,52.461740949917385,1.0,in_distribution
random,16,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,36.75123182552504,28.43639301874596,28.43639301874596,0.0,1,1,604.583,1,28.048608992427035,27.687074661254883,28.387651672679052,0.731978055947541,0.3615343311721517,27.922071976516783,28.030532275868428,31.214564448705662,14.379432902190416,44.70597112868341,30.489228675520454,82.19132174074707,82.19132174074707,0.0,1.0,148.45867699259583,148.45867699259583,0.0,1.0,in_distribution
random,17,inside-out/active/zambia/2025-03-29/ping--100.64.0.1-10ms-1h-2025-03-29-13-00-00.txt,zambia,active,67.35991051454138,90.59701117955738,58.115805760533206,32.48120541902418,0,0,268.708,1,80.5409369999843,71.28982543945312,79.86014119651607,3.862455284135066,9.251111560531172,77.3030479537984,80.07838142195774,85.47003084843506,14.379432902190416,97.63341809099241,87.41698539104102,251.5456683826355,187.2522246495067,64.29344373312881,0.0,399.62881100770653,294.8035345822308,104.82527642547575,0.0,in_distribution
random,18,inside-out/active/zambia/2025-03-29/ping--100.64.0.1-10ms-1h-2025-03-29-13-00-00.txt,zambia,active,90.59701117955738,89.42466085271317,26.06135895676047,63.3633018959527,0,0,233.666,0,81.7314458647852,72.58816528320312,80.44026878127673,3.9942022654682297,9.143280581582076,78.53129766123146,81.27428183570609,85.7022494210964,14.379432902190416,98.37720770769411,88.11225106721562,247.2191421915308,73.65440276253345,173.56473942899737,0.0,377.17381974939076,129.3510104807705,247.82280926862026,0.0,in_distribution
random,19,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,39.443882281798025,27.710074791025075,22.519031377899044,5.191043413126032,0,1,273.708,1,32.50096372301141,34.56442642211914,32.87794231535438,1.1283713278873189,2.063462699107731,33.22317566769912,33.84221447743143,36.314392218471205,14.379432902190416,49.47056803240316,36.63873215454354,96.13488232664542,75.13696024287124,20.997922083774185,1.0,158.38776385914935,137.68382952448724,20.703934334662108,1.0,in_distribution
random,20,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,64.61993857784077,54.54110535405872,35.200320170757735,19.340785183300987,0,1,215.833,1,58.48254530743088,73.2507095336914,60.69931077573954,2.25366705294431,14.768164226260524,63.65140278662207,68.08185205450023,63.35209716746105,3.7214042702754533,63.166485679719614,70.52120457913955,175.61052486809984,91.39819248127017,84.21233238682967,1.0,387.8317056229514,143.42544720913574,244.40625841381566,0.0,in_distribution
random,21,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,23.62029484029484,26.659749763928236,26.659749763928236,0.0,1,1,149.833,1,26.534768529815665,27.164358139038086,26.912566178163065,0.5472499849502944,0.6295896092224211,26.75512489304351,26.94400177581024,28.578635177256277,6.430049435619693,34.22044947581585,28.26259224711297,84.61603853969292,84.61603853969292,0.0,1.0,141.2583070782607,141.2583070782607,0.0,1.0,in_distribution
random,23,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,30.80274979009236,27.71802222222222,27.71802222222222,0.0,1,1,153.209,1,27.776164154656726,26.31296157836914,27.43608466571653,1.1003089988995851,1.4632025762875855,27.26404325295607,27.703004025842347,29.800325026693145,9.320885772786125,38.636058539244786,29.97361392578807,79.4661118707227,79.4661118707227,0.0,1.0,129.89190087729688,129.89190087729688,0.0,1.0,in_distribution
random,24,inside-out/active/zambia/2025-03-29/ping--100.64.0.1-10ms-1h-2025-03-29-13-00-00.txt,zambia,active,109.5478553211222,38.56703736654804,38.56703736654804,0.0,1,1,146.125,1,62.93870356811567,63.81514358520508,67.24311924912517,3.8964642029089185,0.8764400170894078,63.24545757409696,63.50838957922378,77.26416160126286,14.379432902190416,84.41683067026209,70.69472778088873,185.58427510745094,185.58427510745094,0.0,0.0,344.0016433743516,344.0016433743516,0.0,0.0,in_distribution
random,25,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,27.45249550359712,30.510181894208657,30.510181894208657,0.0,1,1,146.0,1,32.518253233524774,39.42876434326172,32.525683566913074,1.12542959618448,6.9105111097369445,34.936932121932706,37.01008545485379,34.996561084408256,9.320885772786125,43.465944326667724,39.327941886184306,98.66655772397323,98.66655772397323,0.0,1.0,167.46885684277837,167.46885684277837,0.0,1.0,in_distribution
random,26,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,61.08901408450704,55.26274606299213,26.10647996729354,29.156266095698587,0,1,223.791,1,54.57232106537958,54.73616409301758,55.42772578036946,1.762373296784172,0.16384302763799496,54.62966612505288,54.678819033344276,59.5194365481001,14.379432902190416,71.72168476271251,57.46513413125059,165.66831211605637,74.45252428661249,91.21578782944388,1.0,277.4791326117403,123.08724402070013,154.39188859104016,1.0,in_distribution
random,27,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,25.36446554770318,34.122501130710084,25.47376821651631,8.648732914193776,0,1,272.667,1,29.638669421671693,29.363277435302734,28.98296152406816,1.4107986478341594,0.2753919863689589,29.54228222644256,29.624899822353246,31.57395993101765,9.320885772786125,40.49245461553169,31.295495236611593,93.88920111080165,84.78319371040776,9.106007400393892,1.0,145.39171015610972,140.91321735123302,4.4784928048767085,1.0,in_distribution
random,28,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,26.074444693740183,30.161728922091783,29.8956089669517,0.26611995514008413,0,1,557.541,1,30.722647541852893,29.448266983032227,30.461397171421773,0.7078844262604045,1.274380558820667,30.27661434626566,30.65892851391186,32.2650194372791,6.430049435619693,38.425405923634614,32.56882773948421,93.49055723093932,91.32372623642198,2.1668309945173405,1.0,162.63282734841977,149.33956540438464,13.293261944035123,1.0,in_distribution
random,29,inside-out/inactive/denver/2025-03-07/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-07-02-00-00.txt,denver,inactive,31.000241691842906,29.04885393258427,23.76547443719756,5.283379495386708,0,1,303.834,1,32.82860149061071,32.86956787109375,32.58570427363025,0.8836341771051364,0.040966380483041576,32.84293972377978,32.855229637924694,34.55879085030545,6.430049435619693,40.56901187007675,34.16968721981933,97.86684302901485,75.26798348250561,22.59885954650923,1.0,164.45643297349355,141.42392786749588,23.03250510599767,1.0,in_distribution
random,30,inside-out/inactive/denver/2025-03-07/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-07-02-00-00.txt,denver,inactive,29.04885393258427,34.520866638620106,34.520866638620106,0.0,1,1,429.333,0,33.94089089224781,34.302947998046875,34.55906680872255,0.4429483972634133,0.36205710579906736,34.06761087927748,34.1762280110172,36.51141539003774,9.320885772786125,44.88191394840157,35.83257100496474,104.90489215033506,104.90489215033506,0.0,1.0,169.7808831023802,169.7808831023802,0.0,1.0,in_distribution
random,31,inside-out/active/minneapolis/2025-03-29/ping-mplsmnx1-2605:59ca:1300:1efc::1-10ms-1h-2025-03-29-01-07-29.txt,minneapolis,active,27.225513819985824,28.16496644295302,28.16496644295302,0.0,1,1,481.208,1,31.69239937571183,32.237491607666016,31.044631671309176,0.7577792077510686,0.545092231954186,31.883181656895797,32.04670932648205,33.13333680631558,6.430049435619693,39.64281954052463,33.62158927887057,97.49287329472193,89.02944913457426,8.463424160147667,1.0,152.70990026702447,143.47503717604192,9.234863090982543,1.0,in_distribution
random,32,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,24.97358360202671,28.431501368709203,28.431501368709203,0.0,1,1,201.917,1,29.70910962407561,29.885574340820312,30.816481084782335,0.9967713312953541,0.17646471674470376,29.770872274936252,29.823811689959662,33.05227690701338,6.430049435619693,37.62737638345483,31.32967548539366,92.04116073114412,92.04116073114412,0.0,1.0,151.33782082829288,151.33782082829288,0.0,1.0,in_distribution
random,33,inside-out/inactive/denver/2025-03-07/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-07-02-00-00.txt,denver,inactive,36.086903053904486,30.502686890574218,30.502686890574218,0.0,1,1,331.292,1,32.22297201598576,33.112464904785156,32.32589918356991,0.7100462680345082,0.8894928887993956,32.53429452706555,32.80114239370537,34.53421554962466,9.320885772786125,43.21963945380075,34.56587334761417,96.75075772236943,92.08741658269214,4.663341139677286,1.0,157.56724269700055,157.56724269700055,0.0,1.0,in_distribution
random,34,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,19.91446632628252,25.198026796589524,23.53909612625538,1.6589306703341435,0,1,246.583,1,24.847321838507014,26.063806533813477,25.037778215750507,1.1319953725098613,1.2164846953064625,25.273091481864277,25.638036890456217,26.804116759279424,3.7214042702754533,29.486068122928987,26.67702737413338,77.86181012944927,72.45604920247686,5.405760926972405,1.0,150.11591273237167,126.36418344283169,23.75172928953998,1.0,in_distribution
random,35,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,25.885216346153847,34.03423812461443,29.485165679174894,4.549072445439538,0,1,289.416,1,27.069882230357507,27.460845947265625,26.880298258573717,0.677108252079832,0.39096371690811793,27.206719531275347,27.32400864634778,28.8569482682068,6.430049435619693,34.968750486550405,28.8319238386118,82.85012093503583,82.39775962016213,0.45236131487369846,1.0,134.880313061912,134.880313061912,0.0,1.0,in_distribution
random,36,inside-out/active/brisbane/2025-03-20/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-20-20-00-00.txt,brisbane,active,39.31654223051797,41.87333968102833,41.87333968102833,0.0,1,1,156.292,1,39.983104852706674,39.48305892944336,39.50012234987682,0.7769457171411943,0.5000459232633148,39.808088779564514,39.95810255654351,42.50368008162784,14.379432902190416,56.783386198792215,42.62897396207029,120.97538200304987,120.97538200304987,0.0,1.0,195.29083303989506,195.29083303989506,0.0,1.0,in_distribution
random,38,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,39.41080631753948,35.86767285335509,35.86767285335509,0.0,1,1,286.084,1,38.1816853556611,40.15570831298828,37.89181856523011,1.1424078668671078,1.974022957327179,38.87259339072561,39.464800277923764,40.27793784733687,9.320885772786125,49.03188451040366,41.19151595561291,114.1902997337163,91.31400325498308,22.876296478733224,1.0,174.03064135840145,144.7997790326516,29.230862325749854,1.0,in_distribution
random,39,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,31.28058761804827,30.999749373433584,29.504391497313712,1.495357876119872,0,1,222.958,1,32.746964182943884,31.99627113342285,32.23862334343722,1.4602300881156973,0.7506930495210327,32.484221615611524,32.70942953046784,34.7473027796175,6.430049435619693,40.590520488657084,34.49828292532185,100.65468354145588,82.46750744534899,18.187176096106896,1.0,158.90098065405164,136.39828459483428,22.502696059217357,1.0,in_distribution
random,40,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,34.797690333618476,30.814686914915747,30.814686914915747,0.0,1,1,284.875,1,31.540773657337922,32.447872161865234,31.4568599561398,0.5979753325805007,0.9070985045273119,31.858258133922483,32.130387685280674,33.758033394856945,9.320885772786125,42.71435136940582,34.073789475015175,92.8653235603656,92.8653235603656,0.0,1.0,161.36037427326954,149.1918223603909,12.168551912878655,1.0,in_distribution
random,41,inside-out/active/manila/2025-03-15/ping-mnlaphl1-100.64.0.1-10ms-1h-2025-03-15-09-00-00.txt,manila,active,32.207283653846154,30.21824817518248,24.292231870452945,5.926016304729536,0,1,220.458,1,29.031056717503816,30.190818786621094,29.6985509918936,0.5780311495491374,1.1597620691172779,29.43697344169486,29.784902062430042,31.47546778405794,6.430049435619693,36.804499583125995,31.24427169934426,89.67547891649453,78.22300901993822,11.452469896556309,1.0,149.3180587812413,125.4358627885124,23.882195992728896,1.0,in_distribution
random,42,inside-out/inactive/dallas/2025-03-08/ping-chcoilx1-fe80::200:5eff:fe00:101-10ms-1h-2025-03-08-15-00-00.txt,dallas,inactive,43.96621132985135,45.84898298048983,31.629640718562875,14.219342261926954,0,1,220.75,1,50.38325800939492,50.51653289794922,50.51132327375295,1.182289170132621,0.13327488855429692,50.42990422038893,50.46988668695521,53.68620599136886,14.379432902190416,67.05085675160177,52.771380015827084,159.34555055269044,95.25906941172472,64.08648114096572,1.0,262.49969406087763,157.78336148393996,104.71633257693767,1.0,in_distribution
random,43,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,33.13715012722646,29.065190397350992,29.065190397350992,0.0,1,1,362.459,1,26.749449675972755,26.030441284179688,26.91124336669371,0.5803466953456771,0.7190083917930679,26.49779673884518,26.713499256383102,28.659168605578262,6.430049435619693,34.49216432896774,28.385668669654926,78.23373356560673,78.23373356560673,0.0,1.0,130.8389736598933,130.8389736598933,0.0,1.0,in_distribution
random,45,inside-out/active/manila/2025-03-15/ping-mnlaphl1-100.64.0.1-10ms-1h-2025-03-15-09-00-00.txt,manila,active,27.30905979005021,32.333520074696544,32.333520074696544,0.0,1,1,168.458,1,30.568834748553854,30.273033142089844,30.748161017936063,0.42232242234910145,0.29580160646401055,30.465304186291448,30.554044668230652,32.1891355004498,3.7214042702754533,35.41447168458122,31.826178137214573,91.4743018271143,91.4743018271143,0.0,1.0,156.48998443937955,156.48998443937955,0.0,1.0,in_distribution
random,46,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,31.947591943957967,32.55647497805092,26.8953803723282,5.66109460572272,0,1,235.917,1,34.9821998557336,34.11734390258789,34.59971742838469,0.9965806867189354,0.8648559531457067,34.6795002721326,34.93895705807631,36.85096313668097,6.430049435619693,42.916059484610365,36.87519522790624,98.10987656308092,76.35237803214854,21.75749853093238,1.0,167.15756174374764,132.85352502008908,34.304036723658555,1.0,in_distribution
random,47,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,31.65774647887324,30.08710978976428,30.08710978976428,0.0,1,1,268.791,1,30.34988580586014,30.372661590576172,30.246339254095208,0.9847435088561337,0.02277578471603192,30.35785733051075,30.36469006592556,32.56568878725585,9.320885772786125,41.25156348016481,31.9477595459157,91.20604263688014,91.20604263688014,0.0,1.0,149.2471256729843,149.2471256729843,0.0,1.0,in_distribution
random,48,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,32.016562436957834,34.82345757001474,34.82345757001474,0.0,1,1,149.791,1,36.255386581016865,37.092628479003906,35.855023217601605,0.8924246667769189,0.8372418979870417,36.548421245312326,36.79959381470844,38.37796573339984,9.320885772786125,47.42989636951854,38.73694202022269,112.47030922605634,112.47030922605634,0.0,1.0,201.1471161030378,201.1471161030378,0.0,1.0,in_distribution
random,49,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,30.26902274124155,33.67662283448132,32.424394260174076,1.2522285743072459,0,1,265.0,1,31.101955410026676,33.428932189941406,31.651507513189706,0.6974645182046686,2.3269767799147303,31.916397282996833,32.61449031697125,33.44132391497493,6.430049435619693,38.79872285877809,34.113906008094446,98.07055820332597,91.36401332061577,6.7065448827102045,1.0,169.00574766619883,162.00472855502312,7.001019111175708,1.0,in_distribution
random,50,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,33.67662283448132,35.3710623461854,29.395587506197323,5.975474839988074,0,1,336.333,0,33.57746261848024,33.04542541503906,33.84969798521899,0.4209366345126357,0.5320372034411776,33.39124959727583,33.55086075830818,35.819462168718964,9.320885772786125,44.552410098881865,35.47094106764426,99.82882959763907,90.10436943077717,9.724460166861903,1.0,171.19946703704073,149.03753405586255,22.161932981178182,1.0,in_distribution
random,51,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.417329939842663,23.931289790143833,23.931289790143833,0.0,1,1,158.875,1,24.611743287759964,26.504274368286133,25.284058714905786,1.1711807625236883,1.8925310805261688,25.274129165944125,25.841888490101976,27.78241564883804,9.320885772786125,35.55260042258558,27.651112960194077,75.67262334096918,75.67262334096918,0.0,1.0,128.99687459592707,128.99687459592707,0.0,1.0,in_distribution
random,52,inside-out/inactive/denver/2025-03-07/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-07-02-00-00.txt,denver,inactive,33.52689611217336,32.65306348153064,29.473612764944033,3.1794507165866044,0,1,224.334,1,30.548932655596218,31.7015380859375,31.008327452420083,0.9100489940928124,1.152605430341282,30.952344556215667,31.29812618531805,32.97542824053551,6.430049435619693,38.26354613376172,32.69795077089799,88.03931308789038,88.03931308789038,0.0,1.0,164.37397524961446,151.57950771412686,12.794467535487598,1.0,in_distribution
random,53,inside-out/active/victoria/2025-03-26/ping-sttlwax1-2605:59c8:200:4bde::1-10ms-1h-2025-03-26-03-00-00.txt,victoria,active,54.26663977410246,31.6692652712516,26.081499649614575,5.5877656216370255,0,1,273.792,1,34.04062696733854,40.17502212524414,34.24829263719349,1.6061512393953854,6.134395157905601,36.1876652726055,38.02798381997718,38.64034399527383,14.379432902190416,51.60749779806276,41.828861264301544,94.44324088871318,84.02301314283622,10.420227745876957,1.0,163.40334779389048,141.7940759855556,21.60927180833488,1.0,in_distribution
random,54,inside-out/inactive/ottawa/2025-03-11/ping-fe80::200:5eff:fe00:101-10ms-1h-2025-03-11-02-00-00.txt,ottawa,inactive,35.50029523407845,35.8703422053232,35.8703422053232,0.0,1,1,275.041,1,35.007399405489195,35.042850494384766,34.886886379529216,1.1711191638760832,0.03545108889557014,35.01980728660264,35.03044261327131,37.306708862972116,9.320885772786125,45.86976828881116,36.5754708326967,105.40557667653496,105.40557667653496,0.0,1.0,176.5436536868658,176.5436536868658,0.0,1.0,in_distribution
