policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,end_to_end_realized_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,control_loop_latency_ms,decision_window_seconds,stale_decision,feasible_candidate_count,no_feasible_candidate,decision_time_us,switched_path,online_switch_penalty_ms,selected_online_score,xai_latency_component_ms,xai_disagreement_component_ms,xai_uncertainty_component_ms,xai_service_risk_component_ms,xai_switch_component_ms,xai_residual_score_component_ms,xai_explained_abs_total_ms,xai_dominant_component,xai_runner_up_relative_path,xai_runner_up_score_ms,xai_score_margin_ms,xai_counterfactual_reason,xai_delta_runner_minus_selected_latency_ms,xai_delta_runner_minus_selected_disagreement_ms,xai_delta_runner_minus_selected_uncertainty_ms,xai_delta_runner_minus_selected_service_risk_ms,xai_delta_runner_minus_selected_switch_ms,xai_delta_runner_minus_selected_residual_score_ms,pred_forecast,pred_graph,pred_ensemble_mean,pred_ensemble_std,pred_simple_fusion,pred_consensus,pred_ensemble_uncertainty,pred_conformal_radius,pred_conformal_uncertainty,pred_temporal_calibrated,pred_graph_calibrated,pred_calibrated_fusion,pred_disagreement,pred_disagreement_normalized,pred_mixture_std,pred_disagreement_only,pred_disagreement_aware,pred_learned_residual_risk,pred_learned_risk_no_disagreement,pred_calibrated_risk_ungated,pred_calibrated_operational,realized_cumulative_latency_3_ms,retrospective_best_cumulative_latency_3_ms,cumulative_decision_gap_3_ms,cumulative_success_under_budget_3,realized_cumulative_latency_5_ms,retrospective_best_cumulative_latency_5_ms,cumulative_decision_gap_5_ms,cumulative_success_under_budget_5,scenario_name
random,10,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,42.49454414931802,49.37354522084599,49.37354522084599,32.352544407105135,17.021000813740855,0,1,0.0,,0,2,0,409.208,0,0.0,65358.0,48.02142818706977,1.2137008990586011,2.8492348091324766,1.2644363042202957,0.0,65304.651199800515,65358.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,57439.0,-7919.0,selected_lower_service_risk,-16.064162825560306,-0.2110069302296047,-1.5832908969893376,0.05370589015583138,0.0,-7901.1952452373735,48.86661950388101,56.54104656839049,49.62318356883372,2.8492348091324766,51.55266897645933,53.85499709581217,53.02454597990337,3.9314834449665037,54.06253925306781,48.333194465498636,39.62157526705319,48.02142818706977,8.711619198445447,0.4925437612190975,4.920185020003669,49.235129086128374,53.02454597990337,14.67551995012947,59.15326306430939,62.69694813719924,53.02454597990337,167.59198815739214,93.79900418864335,73.79298396874879,1.0,296.7145016441787,157.47461528225517,139.23988636192354,1.0,session_holdout
random,11,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,49.37354522084599,40.007986980470704,40.007986980470704,31.217576751816264,8.79041022865444,0,1,0.0,,0,2,0,393.167,0,0.0,60629.0,48.23706613548724,0.7630909893508644,2.4303261847789,1.658183674615878,0.0,60575.91133301577,60629.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,52710.0,-7919.0,selected_lower_disagreement,-16.986727547919273,0.9940228309293673,-1.2447633857746867,-0.3953878788009526,0.0,-7901.367144018441,48.96650819753422,59.875292213961984,49.603382294299536,2.4303261847789,52.78458260328394,56.057217808212265,53.08431060749959,4.746602733602602,55.371294605752695,48.43308315915184,42.95582091262468,48.23706613548724,5.477262246527161,0.3096773730157146,4.75653694579087,49.000157124838104,53.08431060749959,11.935082598509453,57.944125214926316,60.17214873399669,53.08431060749959,195.19440469919476,92.86887731103496,102.3255273881598,0.0,294.3776146511808,159.06500912923093,135.31260552194988,1.0,session_holdout
random,12,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,40.007986980470704,78.21045595607544,78.21045595607544,30.228883029721956,47.98157292635348,0,0,0.0,,0,2,0,386.25,0,0.0,55900.0,49.35202029859976,1.540155490151598,1.6508312099137736,1.8407868755449024,0.0,55845.61620612579,55900.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,47981.0,-7919.0,selected_lower_combined_score,-17.113694454797468,-0.6497163745615495,-1.1078763993200529,-0.8172406960818663,0.0,-7899.311472075242,50.28106879391356,55.612292450242066,50.48241578021038,1.6508312099137736,52.14699707362854,53.746364170527094,53.56132606319061,5.519780556924882,57.64163622638335,49.747643755531186,38.69282114890476,49.35202029859976,11.054822606626423,0.625025472560752,5.080005803399046,50.89217578875136,53.56132606319061,10.680606779498879,55.535781088602455,60.03262707809864,53.56132606319061,207.332969442862,93.90449412333376,113.42847531952825,0.0,307.9584339874774,160.25523818417335,147.70319580330406,0.0,session_holdout
random,13,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,78.21045595607544,76.97596176264864,76.97596176264864,31.422417529496748,45.55354423315189,0,0,0.0,,0,2,0,382.708,0,0.0,51171.0,56.59043223027037,1.8214774422059605,4.779523200728933,1.0426273443469187,0.0,51106.76593978245,51171.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,43252.0,-7919.0,selected_lower_disagreement,-25.637917712642416,2.579079960506032,-4.189657408461961,-0.1973859526470041,0.0,-7891.55411888675,56.655969963107246,86.11609227508274,56.38329166117241,4.779523200728933,66.96701277229867,75.80504946589132,61.010561406066024,3.9314834449665037,61.63008075242067,56.12254492472487,69.19662097374544,56.59043223027037,13.074076049020569,0.7391914688831004,5.242871868663935,58.411909672476334,61.010561406066024,25.54017360974822,76.81237428267407,82.13060584001859,61.010561406066024,176.15917171463468,97.61854934769272,78.54062236694196,1.0,287.8637837919352,160.54509209431674,127.31869169761845,1.0,session_holdout
random,14,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,76.97596176264864,52.14655172413793,52.14655172413793,32.253193564115065,19.893358160022864,0,1,0.0,,0,2,0,403.084,0,0.0,46442.0,51.166275060326164,2.5201068827363784,3.308935450943358,2.733223314768563,0.0,46382.27145929122,46442.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,38523.0,-7919.0,selected_lower_disagreement,-18.464002927913683,1.5644409309174279,-2.685282079208533,-1.325455394709228,0.0,-7898.089700529083,51.0523541630805,85.52705103081738,54.146606348768785,3.308935450943358,63.118498066788405,73.46090712710946,59.36153125174487,5.519780556924882,59.305358034773946,50.518929124698126,68.60757972948008,51.166275060326164,18.088650604781954,1.0227090740889204,5.734107379224099,53.68638194306254,59.36153125174487,23.067132668734214,66.87536329705348,74.23340772906037,59.36153125174487,152.77201626875333,98.60393762495465,54.16807864379868,1.0,275.4043023404193,161.65015439396095,113.75414794645835,1.0,session_holdout
random,15,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,52.14655172413793,47.0366582278481,47.0366582278481,33.94293825408091,13.093719973767193,0,1,0.0,,0,2,0,377.625,0,0.0,41713.0,56.5093797853765,1.569203385186242,3.7590188915587324,1.3798155336677795,0.0,41649.78258240421,41713.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,33794.0,-7919.0,selected_lower_disagreement,-24.235915536729905,0.5507190058713434,-3.2811383503923457,-0.19267182854221865,0.0,-7891.840993290207,57.44588988357629,62.56861554813889,55.92583450621501,3.7590188915587324,59.2388438661732,60.775661565541974,60.12491420855184,3.9314834449665037,62.757188862210576,56.91246484519392,45.64914424680158,56.5093797853765,11.263320598392333,0.6368136812429377,5.0957853603289465,58.078583170562744,60.12491420855184,20.346519958234467,72.27424159643,76.85589974361096,60.12491420855184,158.7412703051486,96.86948100070492,61.871789304443666,1.0,287.8776891941221,161.8281394446697,126.04954974945244,1.0,session_holdout
random,16,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,47.0366582278481,53.588806316767304,53.588806316767304,32.40780580675869,21.181000510008616,0,1,0.0,,0,2,0,1185.167,0,0.0,36984.0,56.20440958505839,2.3144738335811823,3.407250137015052,1.358122751392378,0.0,36920.715743692956,36984.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,29065.0,-7919.0,selected_lower_service_risk,-23.353019739666486,-0.6183613686518044,-2.854663753172497,0.24471628910033782,0.0,-7892.418671427611,57.332359101569004,57.10573357811872,55.60933534529665,3.407250137015052,57.25304016836141,57.32102782539649,59.522895699450316,3.9314834449665037,62.621965297927886,56.79893406318663,40.18626227678142,56.20440958505839,16.61267178640521,0.9392591272853767,5.577867909504466,58.518883418639575,59.522895699450316,20.767484945354077,70.21424412245986,76.97189453041247,59.522895699450316,176.22109238843325,95.45402257576498,80.76706981266827,1.0,295.38213632033273,158.8858387348627,136.49629758547005,1.0,session_holdout
random,17,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,53.588806316767304,58.115805760533206,58.115805760533206,30.518736939865335,27.59706882066787,0,1,0.0,,0,2,0,1753.834,0,0.0,32255.0,60.57706527671852,1.7849149630891148,3.1319881077722997,2.140213323366772,0.0,32187.365818329054,32255.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,24336.0,-7919.0,selected_lower_disagreement,-28.097432802239283,0.23125700927596426,-2.6257128419211337,-1.0027258781778992,0.0,-7887.505385486937,61.56898572841558,65.1433916011388,61.973514779845864,3.1319881077722997,62.82002778386871,63.892349545685676,66.46271918404186,5.519780556924882,69.22897960870723,61.03556069003321,48.2239202998015,60.57706527671852,12.811640390231709,0.72435369377914,5.220468375421212,62.361980239807636,66.46271918404186,19.114864885892917,74.48045135759223,79.69193016261144,66.46271918404186,187.2522246495067,95.4773953838301,91.7748292656766,0.0,294.8035345822308,155.44436749714941,139.35916708508137,1.0,session_holdout
random,18,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,58.115805760533206,64.51648031113272,64.51648031113272,32.52747982914096,31.989000481991766,0,0,0.0,,0,2,0,829.375,0,0.0,27526.0,55.85324356232887,0.30826423222907096,2.1146850335502267,1.1591689190472245,0.0,27466.564638252843,27526.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,19607.0,-7919.0,selected_lower_disagreement,-23.917760681128637,2.2223323218153404,-1.6462741563019185,-0.10032083668318492,0.0,-7895.5579766476985,56.46585317784169,70.63926154478466,56.67749890093919,2.1146850335502267,61.42654610627173,65.67856861635462,59.422681595149086,3.9314834449665037,61.556505541855415,55.93242813945931,53.719790243447356,55.85324356232887,2.2126378960119553,0.1250997049678334,4.664586406716921,56.16150779455794,59.422681595149086,8.272027142340963,63.225220816675744,64.12527070466983,59.422681595149086,183.6775242430322,95.95929598823867,87.71822825479353,0.0,304.7469437570733,153.57052990132388,151.17641385574944,0.0,session_holdout
random,19,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,64.51648031113272,64.61993857784077,64.61993857784077,32.431178614823814,32.188759963016956,0,0,0.0,,0,2,0,403.834,0,0.0,22797.0,57.51482851146544,0.03772361451589035,1.191719967934847,2.292657218119526,0.0,22735.963070687965,22797.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,14878.0,-7919.0,selected_lower_disagreement,-24.814295336204353,3.0214546718382067,-0.648237680871268,-1.1026858710313319,0.0,-7895.456235783733,58.05794370573023,74.17321999174413,58.74810641265223,1.191719967934847,63.698290405835095,68.53287329163926,61.934553606722886,5.519780556924882,65.87038148077464,57.524518667347856,57.25374869040683,57.51482851146544,0.27076997694102545,0.015308986748587402,4.646714931110895,57.55255212598133,61.934553606722886,4.7646325395944205,62.169318090995226,62.27946105105986,61.934553606722886,172.17124851056485,92.39815072814314,79.77309778242171,1.0,302.3209585416903,152.89837523712168,149.4225833045686,0.0,session_holdout
random,20,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,64.61993857784077,54.54110535405872,54.54110535405872,31.000637544273907,23.540467809784815,0,1,0.0,,0,2,0,380.25,0,0.0,18068.0,58.93456050175439,0.2718629473309022,1.4037000985240686,0.9532387741905719,0.0,18006.4366376782,18068.0,residual,inside-out/active/bruhl/2025-03-27/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-27-03-00-00.txt,10149.0,-7919.0,selected_lower_disagreement,-25.682127711016776,3.0003348305521627,-1.017869380043261,0.21733669681710555,0.0,-7895.517674436311,59.53781963138429,73.972506648292,59.266328526836304,1.4037000985240686,64.58996008730199,68.9203661923743,61.27234237491993,3.9314834449665037,64.42254185054136,59.00439459300191,57.053035346954694,58.93456050175439,1.9513592460472182,0.11032734565685204,4.660560518455898,59.20642344908529,61.27234237491993,4.36155658944678,62.502349311119936,63.29611709120117,61.27234237491993,175.61052486809984,88.61187145735913,86.99865341074072,1.0,387.8317056229514,151.02222145086253,236.80948417208887,0.0,session_holdout
