policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,decision_time_us,pred_forecast,pred_graph,pred_ensemble_mean,pred_ensemble_std,pred_disagreement,pred_simple_fusion,pred_consensus,pred_ensemble_uncertainty,pred_disagreement_aware,scenario_name
random,10,inside-out/active/brisbane/2025-03-31/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-31-02-00-00.txt,brisbane,active,29.088271453159575,37.63695441319108,21.42230124460249,16.214653168588587,0,1,252.291,34.344315054670005,35.24534225463867,34.38188768415292,0.6370995083057144,0.9010271999686665,34.659674574659036,34.929982734649634,36.988839207961476,37.14921234722577,in_distribution
random,11,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-18-00-00.txt,bruhl,active,22.088416893060018,23.344843945068664,20.387828947368423,2.9570149977002416,0,1,255.25,23.841095029935786,24.140857696533203,23.752266179421888,0.27107724114090326,0.2997626665974167,23.94601196324488,24.035940763224108,24.862204202967128,24.97254712257341,in_distribution
random,12,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-10-00-00.txt,bruhl,active,22.956370161497052,21.228443190561684,21.228443190561684,0.0,1,1,257.542,24.771564977239905,24.309961318969727,24.578563387768575,0.38225925649706266,0.46160365827017813,24.610003696845343,24.748484794326398,25.897014915839357,26.011043709159466,in_distribution
random,13,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-18-00-00.txt,bruhl,active,28.607970112079705,22.24049586776859,21.568996731204425,0.6714991365641652,0,1,295.959,27.4395198024813,25.051532745361328,26.522438050473127,0.6171953115574043,2.3879870571199717,26.603724332489307,27.3201204496253,34.72315760175985,36.251937045803956,in_distribution
random,14,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-03-00-00.txt,bruhl,active,23.74313676286073,25.049491441329696,25.049491441329696,0.0,1,1,255.792,24.375228899987633,24.714725494384766,24.313586572262555,0.29172711159664294,0.33949659439713287,24.49405270802663,24.59590168634577,25.607289041383535,25.70475848120898,in_distribution
random,15,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-04-00-00.txt,bruhl,active,23.252703712932966,22.43227928155831,20.97323392813493,1.4590453534233774,0,1,252.334,23.363583966728584,22.617128372192383,23.404188972377952,0.420289802925561,0.7464555945362008,23.102324508640912,23.326261187001773,24.759272920198185,24.739355579895935,in_distribution
random,16,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-07-00-00.txt,bruhl,active,23.569407407407407,23.944248653940285,20.537673956262424,3.4065746976778613,0,1,253.458,24.040779020849186,23.06610679626465,24.262219631566875,0.2875885693444429,0.9746722245845376,23.699643742244596,23.99204540961996,25.71211941650894,25.713589879845962,in_distribution
random,17,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-05-00-00.txt,bruhl,active,21.22907005734231,23.49381468703795,22.732245203089956,0.7615694839479943,0,1,252.125,22.3204690582661,22.21249771118164,22.383570825747636,0.3282694829512647,0.1079713470844581,22.282679086786537,22.315070490911875,23.647227678887713,23.386510905380735,in_distribution
random,18,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-23-00-00.txt,bruhl,active,23.261774074981624,23.833858077016227,20.900098015192356,2.9337600618238717,0,1,252.959,24.538711579471055,24.77980613708496,24.237298336772547,0.5482879436385536,0.24109455761390564,24.623094674635922,24.695423041920094,25.62599327709967,25.697011480279695,in_distribution
random,19,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-11-00-00.txt,bruhl,active,30.018466813617437,33.56108173076923,20.94179447852761,12.619287252241623,0,1,252.042,25.063603290001083,24.874435424804688,25.555159009956796,0.5025709128529979,0.18916786519639572,24.997394537182345,25.054144896741263,26.95705466891904,26.173696303661952,in_distribution
random,20,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-10-00-00.txt,bruhl,active,25.47538614848032,22.567924528301887,22.567924528301887,0.0,1,1,252.959,23.941928621729858,23.65106773376465,23.920572125327688,0.32935183499984494,0.29086088796520926,23.840127310942034,23.927385577331595,26.04736097029407,25.9525909900307,in_distribution
random,21,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-10-00-00.txt,bruhl,active,22.567924528301887,27.156,21.83513115959794,5.32086884040206,0,1,249.416,23.961511463685383,23.42216682434082,23.85039444210132,0.3461443815333366,0.5393446393445629,23.772740839914785,23.934544231718153,25.11962065992056,25.213834483059678,in_distribution
random,22,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-11-00-00.txt,bruhl,active,27.866138613861388,28.55621647976597,21.879531442663374,6.676685037102594,0,1,250.167,26.75199111627353,24.957874298095703,26.97622239321093,0.3330300878444562,1.7941168181778266,26.12405022991129,26.66228527536464,28.332449203113022,28.6657979284723,in_distribution
random,23,inside-out/active/brisbane/2025-03-21/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-21-02-00-00.txt,brisbane,active,30.536685109453938,39.347776484284054,21.07638709677419,18.271389387509863,0,1,254.417,34.41467607764844,38.74289321899414,34.0933399175621,0.41575523996648095,4.328217141345704,35.92955207711943,37.228017219523146,36.38616560837246,39.641848194493214,in_distribution
random,24,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-10-00-00.txt,bruhl,active,22.32787377911345,21.302933201873305,21.302933201873305,0.0,1,1,250.333,23.997116479576107,22.70046615600586,23.628187926774412,0.29224765693064164,1.2966503235702476,23.54328886632652,23.932283963397595,26.740597773298482,27.473833229008807,in_distribution
random,25,inside-out/active/brisbane/2025-03-29/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-29-08-00-00.txt,brisbane,active,30.974090801045875,51.81156614544552,20.90941031941032,30.902155826035198,0,1,249.125,36.98963682766316,34.983184814453125,36.67675727411816,0.36223651555033004,2.006452013210037,36.28737862303965,36.889314227002664,39.278740919834675,40.222846492661446,in_distribution
random,26,inside-out/active/brisbane/2025-03-23/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-23-14-00-00.txt,brisbane,active,47.600307619498345,29.24097002193517,21.017214654767496,8.223755367167673,0,1,255.125,43.371070516906,44.62941360473633,43.45993660043606,1.1871528723644789,1.2583430878303261,43.81149059764662,44.18899352399571,46.93689622212778,46.9014228001971,in_distribution
random,27,inside-out/active/brisbane/2025-03-22/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-22-20-00-00.txt,brisbane,active,28.25684717208183,35.104391072295,20.862968591691995,14.241422480603006,0,1,249.708,31.83615389185161,34.90020751953125,31.69756276670075,0.3982859401693058,3.064053627679641,32.90857266153948,33.82778874984337,33.80692337443672,35.94484026522033,in_distribution
random,28,inside-out/active/brisbane/2025-03-23/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-23-02-00-00.txt,brisbane,active,45.51401776900296,50.689821514712975,21.53464133966508,29.155180175047896,0,1,252.208,40.98754577029922,43.56348419189453,41.05745781418329,0.6389139214493728,2.5759384215953105,41.88912421785758,42.661905744336174,45.238746236714974,46.62160256794036,in_distribution
random,29,inside-out/active/brisbane/2025-03-30/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-30-20-00-00.txt,brisbane,active,27.25682808716707,36.483214898309235,20.4912965798877,15.991918318421536,0,1,259.542,32.05831551299343,32.194908142089844,32.353454193324836,0.5479855579831697,0.13659262909641257,32.106122933177176,32.1471007219061,34.51493127211897,33.9112478951225,in_distribution
random,30,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-05-00-00.txt,bruhl,active,24.956040186228865,21.6326,21.29049887189772,0.34210112810227855,0,1,247.917,24.733810945274854,24.110754013061523,24.727099327801497,0.24995352317745076,0.6230569322133306,24.51574101900019,24.702658098664187,26.599985531650006,26.699607626236272,in_distribution
random,31,inside-out/active/brisbane/2025-03-30/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-30-02-00-00.txt,brisbane,active,35.18730158730159,33.898869376954536,25.085568760611206,8.81330061634333,0,1,246.416,34.55415115845881,34.63764190673828,35.11907758251862,0.6058912744694641,0.08349074827947334,34.583372920356624,34.608420144840466,37.02963980881482,36.07291299011251,in_distribution
random,32,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-16-00-00.txt,bruhl,active,22.28641276376737,25.91555944055944,19.962515754978572,5.9530436855808695,0,1,263.5,23.42073942231309,24.215579986572266,23.714574425222036,0.35393129595182926,0.7948405642591752,23.698933619803803,23.937385789081556,24.969584472884744,25.006431421206308,in_distribution
random,33,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-08-00-00.txt,bruhl,active,21.291404297851074,23.45291897332662,20.64453380246293,2.8083851708636907,0,1,250.667,23.24059673417105,23.22542953491211,23.06045372062735,0.2995452890523141,0.015167199258939945,23.23528821443042,23.2398383742081,24.15474901577705,24.117058302198036,in_distribution
random,34,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-10-00-00.txt,bruhl,active,24.548533007334964,22.929957805907172,22.929957805907172,0.0,1,1,251.792,24.436916885898427,24.372459411621094,24.272205106925,0.15785248466805232,0.06445747427733295,24.41435676990136,24.43369401218456,25.395143283344805,25.47047156224199,in_distribution
random,35,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-04-00-00.txt,bruhl,active,24.69245767060031,24.990523198420533,20.47603663190028,4.5144865665202545,0,1,248.041,23.514404877770176,23.48444938659668,23.74404159086626,0.2525062209014221,0.02995549117349583,23.50392045585945,23.5129071032115,25.1987264910941,24.79319008335002,in_distribution
random,36,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-00-00-00.txt,bruhl,active,27.30537914691943,25.450416871015204,20.86603063017826,4.584386240836945,0,1,273.5,24.717489951819516,24.73651885986328,24.91323474258205,0.45599127806519707,0.019028908043765114,24.724150069634835,24.729858742047963,26.374635128336756,25.85116856005815,in_distribution
random,37,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-05-00-00.txt,bruhl,active,21.675483870967746,21.14275018717245,21.082538898493457,0.0602112886789925,0,1,250.667,22.92614113286436,23.176776885986328,22.8492251384624,0.06499015031643537,0.2506357531219692,23.013863646457047,23.089054372393637,23.804816409572474,24.02096660607858,in_distribution
random,38,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-03-00-00.txt,bruhl,active,20.363096741601417,25.04346959122632,21.890744010088273,3.1527255811380464,0,1,249.792,23.001727037723867,22.147754669189453,22.853676567111798,0.3196573681975921,0.8539723685344143,22.70283670873682,22.959028419297145,23.92857201351879,24.221167023823153,in_distribution
random,39,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-08-00-00.txt,bruhl,active,24.093603782976604,24.8040239940015,21.85555555555555,2.94846843844595,0,1,247.458,24.301109690795784,24.65026092529297,24.21633351178719,0.23847251620386975,0.3491512344971852,24.423312622869798,24.528057993218955,25.725685188187793,25.89347040591637,in_distribution
random,40,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-01-00-00.txt,bruhl,active,23.689655172413794,21.241345427059713,21.241345427059713,0.0,1,1,251.292,23.89596572658502,23.353477478027344,23.8725530385654,0.1762342811193442,0.5424882485576745,23.70609483958983,23.868841314157134,25.60182094588019,25.73717763491125,in_distribution
random,41,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-22-00-00.txt,bruhl,active,24.54053789731051,25.861392563014725,25.861392563014725,0.0,1,1,260.75,25.873241439196136,25.95902442932129,25.514452962579572,0.30544749835290086,0.08578299012515345,25.90326548573994,25.929000382777485,26.97732127789658,27.171361373342332,in_distribution
random,42,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-11-00-00.txt,bruhl,active,23.930257406508012,21.86303293336737,21.144909875602945,0.7181230577644264,0,1,266.25,24.768294338036867,23.618900299072266,24.715908953142794,0.25300889222406175,1.1493940389646014,24.366006424399256,24.710824636088635,25.995294003817428,26.37515003707753,in_distribution
random,43,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-21-00-00.txt,bruhl,active,27.05807609475951,24.769090021956575,21.099264892268696,3.6698251296878794,0,1,249.5,27.37547885719232,25.34811782836914,27.329657445673288,0.49680170113152744,2.0273610288231794,26.665902497104206,27.27411080575116,28.962657767377525,29.548190366018343,in_distribution
random,44,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-09-00-00.txt,bruhl,active,23.385099177552007,23.2185686178062,22.39857142857143,0.819997189234769,0,1,249.375,24.9022179475769,23.84222412109375,24.789052818139478,0.2996985471554668,1.0599938264831508,24.5312201083078,24.849218256252744,26.040007668055456,26.405396109043696,in_distribution
random,45,inside-out/active/brisbane/2025-03-21/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-21-08-00-00.txt,brisbane,active,37.90584209239795,48.63907522759943,21.101787463271304,27.537287764328124,0,1,248.0,39.24158671693658,39.786685943603516,38.93832682947598,0.8018201182525106,0.5450992266669346,39.43237144627001,39.59590121427009,42.343210103263985,42.4539293220354,in_distribution
random,46,inside-out/active/brisbane/2025-03-30/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-30-02-00-00.txt,brisbane,active,32.58885700621712,28.936185819070904,22.576217616580312,6.359968202490592,0,1,251.375,34.50524180312095,34.25642395019531,35.166236653778334,0.4933597207304559,0.24881785292564018,34.41815555459698,34.49280091047467,37.30613098134058,36.38708437395189,in_distribution
random,47,inside-out/active/brisbane/2025-03-22/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-22-02-00-00.txt,brisbane,active,37.59326198005351,55.70135802469136,21.352409021014864,34.348949003676495,0,1,249.0,37.84893194121287,41.19961929321289,38.0596332721648,0.4749872458321924,3.3506873520000227,39.02167251441288,40.02687872001288,40.96586742412599,42.91194117279993,in_distribution
random,48,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-00-00-00.txt,bruhl,active,22.954475,22.63668212261721,21.65496575342466,0.9817163691925508,0,1,247.834,23.20930655508255,23.72065544128418,23.5307421672825,0.5036155214443262,0.5113488862016311,23.388278665253118,23.541683331113607,25.01026840210655,24.694632813474573,in_distribution
random,49,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-06-00-00.txt,bruhl,active,25.30204498977505,29.000200904068308,22.752465897166843,6.247735006901465,0,1,249.334,23.853538364061023,23.917837142944336,24.016008887498995,0.44940415695662694,0.06429877888331248,23.87604293667018,23.895332570335174,25.888837392756002,25.43753783576304,in_distribution
random,50,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-08-00-00.txt,bruhl,active,21.804290674603173,22.341340782122906,21.91474262868566,0.42659815343724716,0,1,249.625,24.67184841994549,25.831199645996094,24.828587774602184,0.4764619201901117,1.1593512260506031,25.0776213490632,25.42542671687838,26.276172690244334,26.631600314983004,in_distribution
random,51,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-02-00-00.txt,bruhl,active,20.572501897293193,22.256720901126407,20.069478908188582,2.1872419929378246,0,1,252.75,23.149945329278125,23.56783676147461,23.04269152625029,0.20692424769058584,0.41789143219648395,23.296207330546892,23.421574760205836,24.08018000921548,24.345659200622737,in_distribution
random,52,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-10-00-00.txt,bruhl,active,26.073634265196205,22.36214758519245,21.179303062302008,1.1828445228904414,0,1,248.083,23.781532163869997,24.103925704956055,23.961322893316595,0.3123676738362168,0.32239354108605767,23.894369903250116,23.991087965575932,25.161612146608682,24.989340817599462,in_distribution
random,53,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-07-00-00.txt,bruhl,active,26.740948942753995,35.57631318136769,20.62198079838302,14.954332382984667,0,1,248.875,24.661940876236258,25.314542770385742,24.68850951377154,0.4948336900464882,0.652601894149484,24.89035153918858,25.086132107433425,27.191648044799976,27.283405560341944,in_distribution
random,54,inside-out/active/brisbane/2025-03-30/ping--2406:2d40:4600:8118::1-10ms-1h-2025-03-30-20-00-00.txt,brisbane,active,38.096456413890856,33.973947750362846,22.08153328153328,11.892414468829568,0,1,247.375,35.99000993616664,34.93910217285156,36.29651870627899,0.4443348831803569,1.050907763315081,35.622192219006365,35.93746454800089,39.05218735505397,38.88533591604814,in_distribution
random,55,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-01-00-00.txt,bruhl,active,21.65060613876709,20.780806331931736,20.780806331931736,0.0,1,1,248.792,22.58210697047889,22.611621856689453,22.728474342514453,0.24005875191780168,0.029514886210563418,22.59243718065259,22.601291646515758,23.82633058307197,23.522055311755985,in_distribution
random,56,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-05-00-00.txt,bruhl,active,21.917866129843983,22.419876998769983,22.419876998769983,0.0,1,1,248.584,23.779831208813448,23.669048309326172,23.875189633210194,0.33259432825819923,0.11078289948727615,23.7410571939929,23.774292063839084,25.002356317306198,24.707404451485072,in_distribution
random,57,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-09-00-00.txt,bruhl,active,25.36848499285374,20.59482673267327,20.59482673267327,0.0,1,1,246.208,24.212487696866447,24.741186141967773,24.22180183778307,0.5085729170511244,0.5286984451013268,24.397532152651912,24.55614168618231,26.095383767056585,26.101163772177614,in_distribution
random,58,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-03-00-00.txt,bruhl,active,21.611631860126273,21.0371021135727,21.0371021135727,0.0,1,1,249.5,24.287617678102833,23.14447021484375,24.133241766951414,0.4400321112141701,1.1431474632590835,23.887516065962153,24.23046030493988,25.294578362249975,25.633346548457354,in_distribution
random,59,inside-out/active/brisbane/2025-03-23/ping-sydyaus1-2406:2d40:4600:8118::1-10ms-1h-2025-03-23-02-00-00.txt,brisbane,active,47.887217140105925,42.18,24.285714285714285,17.894285714285715,0,1,247.583,41.06022471664073,38.31080627441406,40.80413849974157,0.949710015141533,2.74941844222667,40.0979282618614,40.9227537945294,45.368939015470666,46.14998102001567,in_distribution
best_historical_path,0,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-07-00-00.txt,bruhl,active,22.35437116564417,21.621100691016785,21.621100691016785,0.0,1,1,292.042,22.639834452872492,24.030410766601562,23.332143990800127,0.6579667711109141,1.3905763137290705,23.126536162677667,23.543709056796388,25.125288670114493,24.982436289150474,in_distribution
best_historical_path,1,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-07-00-00.txt,bruhl,active,21.621100691016785,22.383109452736317,21.99285535848114,0.39025409425517665,0,1,358.792,21.80644724339254,23.558490753173828,22.317655298691804,0.710484142261171,1.7520435097812879,22.41966247181599,22.945275524750375,23.849080478567423,24.119041948908244,in_distribution
best_historical_path,2,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-05-00-00.txt,bruhl,active,23.981226811773436,23.07886676875957,20.917712833545107,2.1611539352144646,0,1,437.458,25.548310339071577,24.604900360107422,24.756960262458023,0.835841344094351,0.943409978964155,25.21811684643412,25.50113984012337,26.73868532831566,27.32768888739232,in_distribution
best_historical_path,3,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-04-00-00.txt,bruhl,active,22.299923136049195,22.88907130605244,21.87104870775348,1.018022598298959,0,1,285.292,22.160211083209106,23.302982330322266,22.57628534372353,0.3132643719621628,1.14277124711316,22.56018101969871,22.903012393832658,23.76464756071554,23.97070345656436,in_distribution
best_historical_path,4,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-15-00-00.txt,bruhl,active,23.06587478346944,27.56826171875,27.56826171875,0.0,1,1,266.833,24.607030972163557,26.212461471557617,24.650766629053095,0.4571477496314584,1.6054304993940605,25.168931646951478,25.650560796769696,26.175601001844427,26.99307740727684,in_distribution
best_historical_path,5,inside-out/active/bruhl/2025-03-02/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-02-01-00-00.txt,bruhl,active,25.664444444444445,26.644427971336793,20.876281257737062,5.76814671359973,0,1,265.959,24.29733321192998,25.197954177856445,24.502179423421477,0.38149496783592385,0.9006209659264641,24.612550550004244,24.882736839782183,26.536905870479742,26.72140415755615,in_distribution
best_historical_path,6,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-16-00-00.txt,bruhl,active,24.88748717948718,25.214902058021323,25.214902058021323,0.0,1,1,252.625,24.56857732084063,24.365447998046875,24.544623626560604,0.345364297183644,0.20312932279375673,24.49748205786282,24.558420854700945,26.005239790380582,25.861578457030063,in_distribution
best_historical_path,7,inside-out/active/bruhl/2025-03-01/ping-frntdeu1-2a0d:3341:b100:1e99::1-10ms-1h-2025-03-01-11-00-00.txt,bruhl,active,21.5909332688588,28.606777587472475,23.1603478699269,5.446429717545577,0,1,254.834,23.48231747221962,22.979032516479492,23.289184287377296,0.5298941968622529,0.5032849557401278,23.306167737710574,23.457153224432613,24.649589500611427,24.67178026789012,in_distribution
